"Gemeente";"Gemnr";"Gemeente";"Bev_2020";"van_datum";"tot_datum";"Totaal_Absoluut";"Totaal_inc100000";"Zkh_Absoluut";"Zkh_inc100000";"Overleden_Absoluut";"Overleden_inc100000"
"Nijmegen";268;"Nijmegen";177659;"22-07-2020";"04-08-2020";21;11,8;0;0;0;0
"Nissewaard";1930;"Nissewaard";85219;"22-07-2020";"04-08-2020";30;35,2;1;1,2;0;0
"Noardeast-Fryslân";1970;"Noardeast-Fryslân";45228;"22-07-2020";"04-08-2020";2;4,4;0;0;0;0
"Noord-Beveland";1695;"Noord-Beveland";7392;"22-07-2020";"04-08-2020";2;27,1;0;0;0;0
"Noordenveld";1699;"Noordenveld";31253;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Noordoostpolder";171;"Noordoostpolder";47291;"22-07-2020";"04-08-2020";2;4,2;0;0;0;0
"Noordwijk";575;"Noordwijk";43508;"22-07-2020";"04-08-2020";8;18,4;0;0;0;0
"Nuenen, Gerwen en Nederwetten";820;"Nuenen, Gerwen en Nederwetten";23383;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Nunspeet";302;"Nunspeet";27851;"22-07-2020";"04-08-2020";1;3,6;0;0;0;0
"Oegstgeest";579;"Oegstgeest";24840;"22-07-2020";"04-08-2020";2;8,1;0;0;0;0
"Oirschot";823;"Oirschot";18714;"22-07-2020";"04-08-2020";3;16;0;0;0;0
"Oisterwijk";824;"Oisterwijk";26245;"22-07-2020";"04-08-2020";3;11,4;0;0;0;0
"Oldambt";1895;"Oldambt";38209;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Oldebroek";269;"Oldebroek";23646;"22-07-2020";"04-08-2020";5;21,1;0;0;0;0
"Oldenzaal";173;"Oldenzaal";31836;"22-07-2020";"04-08-2020";1;3,1;0;0;0;0
"Olst-Wijhe";1773;"Olst-Wijhe";18252;"22-07-2020";"04-08-2020";1;5,5;0;0;0;0
"Ommen";175;"Ommen";18009;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Oost Gelre";1586;"Oost Gelre";29627;"22-07-2020";"04-08-2020";1;3,4;0;0;0;0
"Oosterhout";826;"Oosterhout";55982;"22-07-2020";"04-08-2020";17;30,4;0;0;0;0
"Ooststellingwerf";85;"Ooststellingwerf";25469;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Oostzaan";431;"Oostzaan";9735;"22-07-2020";"04-08-2020";5;51,4;0;0;0;0
"Opmeer";432;"Opmeer";11836;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Opsterland";86;"Opsterland";29733;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Oss";828;"Oss";91915;"22-07-2020";"04-08-2020";5;5,4;1;1,1;1;1,1
"Oude IJsselstreek";1509;"Oude IJsselstreek";39388;"22-07-2020";"04-08-2020";1;2,5;0;0;0;0
"Ouder-Amstel";437;"Ouder-Amstel";14026;"22-07-2020";"04-08-2020";7;49,9;0;0;0;0
"Oudewater";589;"Oudewater";10230;"22-07-2020";"04-08-2020";2;19,6;0;0;0;0
"Overbetuwe";1734;"Overbetuwe";47906;"22-07-2020";"04-08-2020";4;8,3;0;0;0;0
"Papendrecht";590;"Papendrecht";32136;"22-07-2020";"04-08-2020";4;12,4;0;0;0;0
"Peel en Maas";1894;"Peel en Maas";43425;"22-07-2020";"04-08-2020";5;11,5;0;0;0;0
"Pekela";765;"Pekela";12196;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Pijnacker-Nootdorp";1926;"Pijnacker-Nootdorp";55308;"22-07-2020";"04-08-2020";18;32,5;0;0;0;0
"Purmerend";439;"Purmerend";81249;"22-07-2020";"04-08-2020";11;13,5;0;0;0;0
"Putten";273;"Putten";24112;"22-07-2020";"04-08-2020";0;0;1;4,1;0;0
"Raalte";177;"Raalte";37712;"22-07-2020";"04-08-2020";1;2,7;0;0;0;0
"Reimerswaal";703;"Reimerswaal";22730;"22-07-2020";"04-08-2020";1;4,4;0;0;0;0
"Renkum";274;"Renkum";31419;"22-07-2020";"04-08-2020";1;3,2;0;0;0;0
"Renswoude";339;"Renswoude";5444;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Reusel-De Mierden";1667;"Reusel-De Mierden";13112;"22-07-2020";"04-08-2020";0;0;0;0;0;0
"Rheden";275;"Rheden";43761;"22-07-2020";"04-08-2020";1;2,3;0;0;0;0
"Rhenen";340;"Rhenen";20119;"22-07-2020";"04-08-2020";1;5;0;0;0;0
